
-5680,-5680,0,322.91882586479187
-5723,-5723,1,684.7868213653564
-5737,-5737,2,1044.488899230957
-5750,-5750,3,1406.4447503089905
-5754,-5754,4,1767.2348446846008
-5756,-5756,5,2126.833231687546
-5763,-5763,6,2485.109657049179
-5771,-5771,7,2842.3052854537964
-5771,-5771,8,3198.590318918228
-5774,-5774,9,3553.8040928840637
-5777,-5777,10,3907.7904312610626
-5779,-5779,11,4260.8667323589325
-5781,-5781,12,4612.865233182907
-5781,-5781,13,4964.189424037933
-5781,-5781,14,5314.7966985702515
-5782,-5782,15,5665.299481153488
-5784,-5784,16,6015.431193590164
-5784,-5783,17,6364.957526683807
-5784,-5784,18,6714.601364374161
-5785,-5785,19,7063.998764038086
-5787,-5787,20,7412.889609098434
-5787,-5787,21,7760.892705440521
-5787,-5787,22,8108.969316005707
-5788,-5788,23,8457.15122628212
-5788,-5788,24,8804.52150130272
-5788,-5788,25,9152.090033531189
-5788,-5788,26,9499.130308151245
-5788,-5788,27,9846.509578227997
-5789,-5789,28,10192.875767230988
-5789,-5789,29,10539.343958854675
-5789,-5789,30,10886.595695495605
-5789,-5789,31,11233.030832767487
-5791,-5791,32,11580.101479053497
-5791,-5791,33,11926.432398557663
-5791,-5791,34,12273.538053274155
-5791,-5791,35,12619.968462228775
-5791,-5791,36,12967.057770252228
-5791,-5791,37,13312.840404510498
-5791,-5791,38,13658.983014583588
-5791,-5791,39,14004.103498458862
-5791,-5791,40,14349.99727845192
-5791,-5791,41,14695.18540763855
-5791,-5791,42,15041.199711561203
-5791,-5791,43,15385.918653964996
-5793,-5793,44,15731.424903392792
-5793,-5793,45,16076.440025806427
-5793,-5793,46,16421.870685338974
-5793,-5793,47,16766.18141269684
-5793,-5793,48,17111.470955848694
-5793,-5793,49,17455.83643746376
-5793,-5793,50,17801.36226081848
-5793,-5793,51,18146.24356818199
-5793,-5793,52,18491.95400094986
-5793,-5793,53,18836.640751600266
-5793,-5793,54,19182.26556134224
-5793,-5793,55,19527.004011631012
-5793,-5793,56,19872.79896235466
-5793,-5793,57,20217.941945791245
-5793,-5793,58,20564.084825754166
-5793,-5793,59,20909.315186023712
-5793,-5793,60,21254.886295557022
-5793,-5793,61,21600.18700504303
-5794,-5794,62,21945.89808678627
-5794,-5794,63,22291.03400182724
-5794,-5794,64,22636.6896879673
-5794,-5794,65,22982.076492786407
-5794,-5794,66,23327.97641301155
-5794,-5794,67,23673.135096549988
-5794,-5794,68,24019.220904111862
-5794,-5794,69,24364.077358961105
-5794,-5794,70,24710.073527812958
-5794,-5794,71,25054.790344953537
-5794,-5794,72,25400.591752052307
-5794,-5794,73,25746.196011066437
-5794,-5794,74,26091.578176021576
-5794,-5794,75,26436.5726044178
-5794,-5794,76,26781.994000911713
-5794,-5794,77,27126.48836827278
-5794,-5794,78,27472.07962656021
-5794,-5794,79,27817.146454811096
-5794,-5794,80,28162.79980278015
-5794,-5794,81,28507.421763658524
-5794,-5794,82,28852.81857228279
-5794,-5794,83,29197.555643558502
-5794,-5794,84,29542.93816447258
-5794,-5794,85,29887.508587121964
-5794,-5794,86,30232.98669219017
-5794,-5794,87,30577.77830195427
-5794,-5794,88,30923.4687435627
-5794,-5794,89,31268.38091135025
-5794,-5794,90,31613.990947008133
-5795,-5795,91,31959.217742919922
-5795,-5795,92,32304.600805044174
-5795,-5795,93,32649.717529058456
-5795,-5794,94,32995.232530117035
-5795,-5794,95,33340.08871221542
-5795,-5795,96,33685.75442028046
-5795,-5795,97,34031.101543188095
