generation,avg_training_score,avg_validation_score
0,19.92624182,19.432695080000002
1,21.201408239999996,20.33422152
2,21.50796982,20.76285796
3,21.5867363,20.990149020000004
4,21.65131454,20.92385242
5,21.6736174,21.067366719999995
6,21.733790879999997,21.167208040000006
7,21.659760040000002,20.80195258
8,21.5916615,21.063860099999996
9,21.647064699999998,21.060850520000002
10,21.6523795,20.96382572
11,21.65765754,21.06902556
12,21.64450724,21.094452299999993
13,21.659474560000003,20.941734819999994
14,21.68449874,20.948328039999996
15,21.71138956,20.843546659999998
16,21.688899420000002,20.912293840000004
17,21.63791358,20.79895176
18,21.67714672,20.8402864
19,21.66698591999999,21.02009004
20,21.699147419999996,21.011542220000003
21,21.708757699999992,20.898120379999995
22,21.63674336,20.873170320000007
23,21.650359500000004,21.073735179999993
24,21.660854100000005,20.910020479999993
25,21.751836460000003,21.037955079999996
26,21.670681059999996,21.01277734
27,21.69620422,21.074374600000002
28,21.677475559999998,21.04879966
29,21.647337859999993,21.076814939999995
30,21.69898296,20.878226979999994
31,21.645298060000002,20.89771932
32,21.71365132,20.976247199999992
33,21.68382352000001,21.02433606
34,21.72972444,21.000043599999994
35,21.723472959999995,21.031978480000003
36,21.657440500000003,20.9628015
37,21.701999660000002,21.032869040000005
38,21.684759939999996,20.973248260000005
39,21.63949142,21.142684059999993
40,21.71702792,21.045473140000002
41,21.655345320000002,20.872983719999993
42,21.659132219999996,20.890054420000002
43,21.729758160000003,20.977850339999996
44,21.7445856,21.075198419999996
45,21.682669399999995,21.049599879999995
46,21.7136361,21.248388719999998
47,21.63015812,20.92756394
48,21.733915439999997,21.060385259999997
49,21.708421600000005,20.9111168
50,21.685226399999998,21.000388859999997
51,21.69089952,21.061201840000003
52,21.73348002,21.09471204
53,21.77834902,21.09845222
54,21.665305660000005,20.99278468
55,21.700848160000007,20.993018080000002
56,21.723870979999997,20.994018239999996
57,21.662641660000006,20.99051036
58,21.787271679999993,21.007844180000003
59,21.665061740000006,20.89995542
60,21.691063619999994,21.036328019999996
61,21.77028352,20.92687016
62,21.663803400000003,20.840703760000007
63,21.66410002,20.920480440000006
64,21.733493699999993,20.94987896
65,21.774685420000004,21.04889332
66,21.716317459999985,20.976437519999994
67,21.694117260000002,20.960327599999992
68,21.72207428,20.97877002
69,21.671153939999996,21.022770859999994
70,21.70007662,20.968609339999997
71,21.742446140000002,20.891500499999992
72,21.691335120000005,21.025972980000006
73,21.717941100000004,20.906843299999995
74,21.660988139999994,21.09220706
75,21.75886646,21.15941252
76,21.681769699999997,20.97515072
77,21.73674572000001,20.941178219999998
78,21.69960478,20.962135119999992
79,21.747300340000006,21.08300758
80,21.761011719999996,21.01265578
81,21.725825419999993,21.079295580000004
82,21.655322319999996,20.94248742
83,21.72821254,21.0208309
84,21.6354194,21.097919440000002
85,21.673776939999996,20.95236502
86,21.7530168,21.0462259
87,21.70823648,20.934309199999994
88,21.67729046,20.965578179999998
89,21.710136520000006,20.934839079999996
90,21.75141792000001,20.99566238
91,21.734591280000004,21.203926980000002
92,21.71283454,20.96301481999999
93,21.69792757999999,21.003962660000003
94,21.75208246,21.06605786
95,21.728479119999996,20.979749419999994
96,21.727620540000004,20.91198728
97,21.74171484,21.107549140000007
98,21.6784703,20.975688880000003
99,21.721281079999997,21.055717819999995
100,21.687983959999997,20.935010000000002
101,21.735919159999998,20.957957580000002
102,21.71477956,21.04403792
103,21.653175259999998,20.958520280000002
104,21.73615352,21.146944180000006
105,21.73811472,21.0488169
106,21.703863539999997,20.9547545
107,21.711484240000004,20.9979653
108,21.785920519999994,21.01976494
109,21.696991759999996,21.002472739999995
110,21.67245118,20.907328380000003
