generation,avg_training_score,avg_validation_score
0,21.428017319999995,21.096833779999997
1,21.62145282,20.869569799999994
2,21.62545002,21.027414519999997
3,21.64074942,20.883514559999995
4,21.730509620000007,20.825473400000007
5,21.65121672,21.09714834
6,21.76822960000001,20.92879596
7,21.706583679999998,20.98513646
8,21.659052220000003,21.11076100000001
9,21.705501840000007,21.050219600000002
10,21.70505356,21.056823439999995
11,21.685051879999996,20.904278799999993
12,21.63712762,20.968121300000004
13,21.661956620000005,21.038023680000006
14,21.688890360000002,21.000559620000004
15,21.663301779999998,20.932863939999997
16,21.731305739999996,20.96010262
17,21.65840584,20.969593339999996
18,21.674182920000003,20.98143832
19,21.649276319999995,20.83934846
20,21.705319440000004,21.132867679999993
21,21.69192248,21.03719632
22,21.679598800000008,21.006677499999995
23,21.641008659999994,20.94319192
24,21.66177318,20.961647619999997
25,21.687636400000002,20.980035519999998
26,21.651170979999996,21.0016687
27,21.61126032,21.022522780000003
28,21.701701240000002,21.133272499999997
29,21.6695297,20.998552859999997
30,21.6717548,20.840073320000005
31,21.695453999999998,20.997601499999995
32,21.6337939,20.900913500000005
33,21.702537139999993,20.82861002
34,21.670737699999997,21.0059215
35,21.6674144,21.008440680000007
36,21.75019117999999,20.906905419999998
37,21.63054076,20.919028460000003
38,21.65377764,20.995718300000007
39,21.638562479999997,21.0783976
40,21.68581837999999,20.6784505
41,21.654618400000004,20.991995880000005
42,21.704099320000005,21.017738780000006
43,21.62740198,20.896809560000005
44,21.688609359999997,20.99205352
45,21.780153799999994,20.981777280000006
46,21.711412,21.07570852
47,21.750748200000007,21.044388239999993
48,21.65318338,20.961608440000006
49,21.712211900000003,20.988350959999995
50,21.723197879999997,20.909600379999997
51,21.712866859999995,21.02893606
52,21.69497502,20.828678299999996
53,21.721610619999996,20.96607894
54,21.6853389,20.974163580000003
55,21.65566998,20.951199600000006
56,21.652485159999998,20.840880600000002
57,21.743541020000002,21.041671000000015
58,21.678661899999998,21.017512220000004
59,21.70513617999999,20.848577459999998
60,21.689985740000008,20.987580339999994
61,21.664649400000002,21.1030839
62,21.652952480000003,20.901334659999996
63,21.642739000000002,20.893912700000005
64,21.670814760000003,20.95500722
65,21.687095300000006,21.093469779999992
66,21.64011675999999,20.982070539999995
67,21.660294399999998,21.092995020000004
68,21.648606599999997,20.999197400000003
69,21.711660780000006,20.898577399999994
70,21.70760318,20.953318399999997
71,21.695775759999997,20.95922842
72,21.70739188,20.9197607
73,21.699879659999997,21.005718020000003
74,21.67828618,21.07843394
75,21.685473279999997,20.955573720000004
76,21.6882096,21.010208459999994
77,21.672505919999995,21.092473280000007
78,21.698210000000007,20.836326040000003
79,21.692513179999995,21.090808280000005
80,21.69109162,20.882016340000003
81,21.656668520000004,20.967193440000003
82,21.68120994,20.790748900000004
83,21.626457660000007,21.049078839999996
84,21.664975139999996,21.103074559999996
85,21.73113124,20.93043028
86,21.675368180000007,20.881141959999994
87,21.622218799999995,20.934826859999998
88,21.679360260000003,21.101028059999997
89,21.685025,21.13434368
90,21.63395250000001,20.967631239999996
91,21.691462500000004,20.928053180000006
92,21.735434120000004,20.934382100000004
93,21.707918559999992,20.860951499999995
94,21.672646880000006,20.95219838000001
95,21.661585900000006,20.996134199999993
96,21.694539320000004,20.977804700000007
97,21.680429600000004,21.116802579999995
98,21.67774782,21.06895274
99,21.662649120000005,20.99518613999999
100,21.628493780000007,20.96637334
101,21.667865479999996,20.822063839999995
102,21.709717679999994,21.009885600000004
103,21.691259520000006,20.882357780000003
104,21.65233716,21.102522279999995
105,21.66513142,20.98086690000001
106,21.667967960000002,20.885355539999996
107,21.693944239999997,21.04566722
108,21.65595318,21.03749594
109,21.723447979999996,20.958469679999997
110,21.69604134,20.94476958
111,21.709454700000002,20.9173671
112,21.680759699999996,20.920761179999996
113,21.71235858,20.931477639999994
114,21.660265659999997,20.89379716
115,21.670616859999996,20.888921999999997
116,21.641878880000007,20.951586239999997
117,21.680135240000006,20.92311370000001
118,21.63390668,20.949218639999998
119,21.669837779999998,20.97904624
120,21.6970096,21.09128312
121,21.612028179999996,20.909890939999997
122,21.654611380000002,21.065879520000003
123,21.663747200000003,20.95586056
124,21.639357819999997,20.948948400000003
125,21.646890059999997,20.988388519999997
126,21.686540000000008,20.96153266
127,21.7229759,20.951716159999997
128,21.633721379999997,20.98496606
129,21.67921516000001,20.90911746
130,21.72046864,21.017849679999994
131,21.716686280000005,21.081110419999995
132,21.732944820000004,21.003233140000003
133,21.673893080000003,21.014755119999997
134,21.768215239999996,21.01797278
135,21.679746740000006,20.913067840000004
136,21.69859256,20.939177700000002
137,21.684122139999996,20.984816579999997
138,21.716027679999996,20.98765624
139,21.701830739999995,21.001058839999995
140,21.657261239999997,21.100189439999998
141,21.709103119999998,20.957486940000003
142,21.719641179999993,20.930735200000004
143,21.690217239999992,21.084880220000006
144,21.668319699999994,20.924243060000002
145,21.74649826,20.839435700000003
146,21.67492748,21.057328199999997
147,21.71658608,21.087493099999996
148,21.74407002,21.123511260000004
149,21.674235980000002,20.889205259999997
150,21.716494979999997,21.002647720000006
151,21.626816979999994,20.914218379999998
152,21.691204680000002,21.036636159999997
153,21.655937119999997,20.939957000000003
154,21.704883940000006,20.996873700000002
155,21.67222192,20.94715278
156,21.67602162,21.019122820000003
157,21.64294896,21.09691136
158,21.689512600000004,20.9715487
159,21.765400320000005,20.943979319999997
160,21.648632720000002,20.968683459999994
161,21.65618692,20.969376179999994
162,21.657300060000008,21.061582159999997
163,21.701501980000007,20.963959360000004
164,21.69132562,21.084981260000003
165,21.657119219999995,20.99164754
166,21.63436958000001,21.08331956
167,21.76067752000001,20.915453499999998
168,21.674159359999997,20.867829520000004
169,21.701449519999993,20.87561596
170,21.68304860000001,20.976217919999996
171,21.719195600000003,20.94486824
172,21.64624181999999,20.946844060000004
173,21.665576179999988,20.900714099999995
174,21.738231719999998,21.09226764
175,21.691206039999997,20.992069100000002
176,21.649338819999997,20.98257383999999
177,21.71564188,21.005798259999995
178,21.68443106,20.986052419999996
179,21.692628200000005,20.977887980000006
180,21.721284899999997,20.998230020000005
181,21.64542056,21.076059720000003
182,21.66647186,21.055885540000006
183,21.651247239999993,20.93010266
184,21.7263121,20.852414419999995
185,21.648363600000007,20.977545779999996
186,21.708392160000002,21.00212658
187,21.709396820000002,20.9981749
188,21.72051107999999,20.96141206
189,21.64560282,20.853067799999994
190,21.70183802000001,20.914692739999992
191,21.724254459999994,20.858532
192,21.6737031,20.906977519999995
193,21.655592119999998,20.966252339999997
194,21.688881920000004,20.868135280000004
195,21.664847659999996,21.000843019999998
196,21.669098999999996,21.02730942
197,21.757554400000007,20.871204179999996
198,21.686039540000003,20.997770099999993
199,21.69523538,21.13561906
200,21.646568680000005,21.040365640000005
201,21.728563239999993,20.983533999999995
202,21.619832719999998,20.99991076
203,21.777313919999997,20.923938660000008
204,21.682481820000003,20.96569914
205,21.745931559999995,20.99115224
206,21.680100040000006,20.966497359999995
207,21.716393379999996,20.939151980000005
208,21.76075504,20.96861134
209,21.7097447,21.05460934
210,21.699899899999995,21.094220300000003
211,21.705271519999997,21.15854952
212,21.743313040000004,21.014662880000007
213,21.77041194,20.98447716
214,21.693749479999997,20.918211419999988
215,21.746071259999997,20.992462720000002
216,21.695210860000003,20.9734931
217,21.762483720000006,21.14989864
218,21.705754320000004,21.101444419999993
219,21.751942639999996,21.020048579999997
220,21.694020019999996,21.11654124
221,21.742994599999996,20.87716164
222,21.718518420000006,20.94485634
223,21.741707080000012,21.011428939999995
224,21.786931080000002,21.044611360000005
225,21.71400723999999,20.917562739999997
226,21.6710779,21.05304156
227,21.777994579999998,21.061741260000005
228,21.69607142,21.012915520000007
229,21.73099826,20.822472499999993
230,21.725548099999997,21.02230578
231,21.712601560000003,20.936500300000002
232,21.739443819999998,20.972730159999998
233,21.7063056,21.00212296
234,21.789211140000003,21.121837920000004
235,21.726890679999997,20.985070340000004
236,21.739896560000002,21.112404660000003
237,21.735145199999998,21.10390668
238,21.7279025,20.874937520000003
239,21.701740020000003,20.917308079999998
240,21.737482440000004,21.0519398
241,21.732536260000003,21.046805919999997
242,21.67389468,20.875262619999997
243,21.74485492,20.87679906
244,21.79549298000001,20.92662814
245,21.70141602,21.038269479999993
246,21.78365149999999,20.8669226
247,21.729387780000007,20.979705219999996
248,21.70031988,21.017571839999995
249,21.686261060000003,20.903673420000004
250,21.663852299999995,21.008530159999992
251,21.702115380000006,20.895653399999997
252,21.780074599999992,21.038086839999995
253,21.73019974,21.090577619999994
254,21.712112559999994,21.01442224
255,21.738860659999997,20.94272504
256,21.719413200000005,20.943043120000002
257,21.739670179999997,21.04538012
258,21.697629400000004,20.91390168000001
259,21.66252526,20.94618666
260,21.770350760000007,20.956032340000007
261,21.719581159999997,20.90949974
262,21.707007380000004,21.093378059999996
263,21.768562260000014,21.19078258
264,21.711345759999993,20.87124286
265,21.717826320000004,21.077335820000002
266,21.707927719999997,20.973415299999996
267,21.726898459999997,20.896875720000008
268,21.688278780000005,21.07929996
269,21.7568561,20.95450968
270,21.754885760000008,21.21021432
271,21.69263648,20.99460494
272,21.714399560000007,21.019020180000005
273,21.736855559999995,21.041540980000004
274,21.748082760000006,20.998016200000002
275,21.71523892,20.950081019999992
276,21.714119580000002,21.032268219999995
277,21.70338797999999,20.9288514
278,21.761786139999998,20.92219474
279,21.69182236,21.050964100000005
280,21.73514766,21.07978694000001
281,21.668210020000007,21.020466020000004
282,21.813538280000003,20.979273840000005
283,21.68971652,21.031906460000005
284,21.77599174000001,21.01668156
285,21.688042240000005,21.105194280000006
286,21.749179779999995,21.057798119999998
287,21.724024500000006,20.800768400000003
288,21.82343272,21.026741199999993
289,21.788270799999996,21.095341360000003
290,21.769709120000005,21.081754720000003
291,21.758782280000002,20.91017648
292,21.726283179999996,21.144946420000007
293,21.821238660000002,21.009822359999998
294,21.77196948,20.993010820000006
295,21.739117279999995,20.9060215
296,21.71927294,21.041752680000005
297,21.79286438,21.031076059999997
298,21.76079046,21.10494126
299,21.67736288,20.912022680000003
300,21.741739120000002,20.982863299999998
301,21.71374378,20.953753100000004
302,21.839788979999998,21.099895040000007
303,21.724847519999997,21.003578259999998
304,21.761916320000005,21.08332242
305,21.712244279999997,20.940857520000005
306,21.746726680000002,20.997531799999987
307,21.67524746,20.88780996000001
308,21.717332619999997,20.75471254
309,21.694098920000005,21.126612500000007
310,21.7072596,21.039726859999995
311,21.713306499999998,21.090014299999996
312,21.652723700000003,20.923099160000007
313,21.7678954,20.963813980000005
314,21.71908819999999,21.03774634
315,21.722959140000004,21.0142443
316,21.798895860000002,20.966402300000006
317,21.798639239999996,20.92539186
318,21.741981840000008,20.938896459999995
319,21.737677859999994,20.932163099999997
320,21.728535299999994,20.9444851
321,21.700059160000002,21.049830920000005
322,21.69428464,21.050675980000005
323,21.738396920000003,20.964171059999998
324,21.788559140000004,20.974858060000003
325,21.760494699999995,20.976611339999998
326,21.718418019999998,20.958222939999995
327,21.68915646,21.078029639999997
328,21.705955399999993,20.98585424000001
329,21.722295520000007,21.053199560000003
330,21.685787199999996,20.963134640000003
331,21.67602218,20.99030956
332,21.69467484000001,20.978599400000007
333,21.735964640000006,21.007367180000003
334,21.716186559999993,20.992877099999998
335,21.703328339999995,20.88153914
336,21.678437260000006,20.933340920000006
337,21.678639920000006,20.98199938
338,21.748096259999997,20.987435020000003
339,21.82409654000001,20.981655039999996
340,21.810311799999994,20.94223154
341,21.714122940000003,21.14111326
342,21.764271219999998,20.944631760000004
343,21.742968680000004,20.917219899999996
344,21.73825686,20.976007359999993
345,21.718736520000004,21.1252028
346,21.755620500000006,21.114915359999994
347,21.739530959999996,21.026892599999996
348,21.766475279999995,20.977978620000002
349,21.750301600000004,21.016629820000002
350,21.781739680000005,20.94096954
351,21.714365079999993,20.828173919999994
352,21.73064252,21.054046519999996
353,21.782733740000005,21.024757639999994
354,21.819868220000007,21.0805702
355,21.724892639999997,21.171209280000003
356,21.756371560000005,20.915783239999996
357,21.785945299999998,20.998160399999996
358,21.712535720000005,20.914515560000005
359,21.744925420000005,21.048225580000004
360,21.749892659999997,20.9150356
361,21.763090539999997,20.943634859999996
362,21.75567172,20.9410829
363,21.769858080000002,21.068139739999996
364,21.709067840000007,21.033877479999997
365,21.733829720000006,20.969008660000004
366,21.724081399999996,20.90588242
367,21.746887740000002,20.95361816
368,21.78898466,21.011947460000005
369,21.726276180000003,21.059010000000004
370,21.742471419999998,20.917274640000002
371,21.777277700000003,20.997869100000003
372,21.786179900000008,20.93200948
373,21.76906336,20.990711340000008
374,21.743003180000002,21.02909356
375,21.73182479999999,21.062751799999997
376,21.745710519999992,21.079507040000003
377,21.815347519999996,20.9754602
378,21.735606959999995,21.07173362
379,21.76782742,20.889226479999998
380,21.74418876,21.103639159999997
381,21.7589012,21.071263839999997
382,21.738410300000005,21.074313540000002
383,21.729418840000005,20.971095040000005
384,21.79530224000001,21.04597566
385,21.73441234,20.95470642
386,21.828357300000004,20.927881539999998
387,21.713314920000002,21.05221606
388,21.75099673999999,20.909662639999997
389,21.729155400000003,21.04943096
390,21.742631360000004,20.971937100000005
391,21.76400638000001,21.066612920000008
392,21.759282720000005,21.049339079999996
393,21.797786660000007,20.96922117999999
394,21.773420639999994,21.242367220000002
395,21.77926414,21.21480556000001
396,21.74641192,20.89934902
397,21.86488052,21.12926836
398,21.745541719999995,21.08225584
399,21.784538060000003,21.07828888
400,21.775809839999997,21.032796219999994
401,21.786373920000003,21.093257419999997
402,21.765595080000008,20.94259367999999
