generation,avg_training_score,avg_validation_score
0,17.24220502,16.629652800000002
1,18.0276345,17.04421532
2,18.08326414000001,17.47992934
3,18.43371102,17.4134506
4,18.579736259999997,17.84344078
5,18.621534819999994,17.69783066
6,18.644198040000003,17.685430880000006
7,18.706323339999994,17.724007
8,18.6812461,17.902650120000004
9,18.673355800000003,17.858379520000003
10,18.640543140000005,17.71897602
11,18.68418732,17.785782139999995
12,18.758341980000008,17.826291520000005
13,18.628568519999998,17.860713240000003
14,18.658347499999994,17.88488982
15,18.62006026,17.953502919999995
16,18.691244419999997,17.857711700000003
17,18.681250119999994,17.931140339999992
18,18.691314379999998,17.906203759999997
19,18.66971978,17.734238899999994
20,18.609459759999996,17.927883820000005
21,18.726948059999998,17.681893300000002
22,18.756148960000008,17.847123120000003
23,18.706931519999998,17.98160884
24,18.61965336,17.84179438
25,18.647492979999996,17.742334040000003
26,18.629765759999994,17.959655800000004
27,18.63757376,17.85934608
28,18.642395240000003,17.896545999999997
29,18.644997179999997,17.90816266
30,18.665046659999994,17.87919322
31,18.62188546,17.801789119999995
32,18.6267319,17.80518298
33,18.586040779999998,17.89747538
34,18.72950434,17.773450100000005
35,18.69834756000001,17.885715700000002
36,18.630386300000005,17.879409879999997
37,18.779173499999995,17.71275764
38,18.7343221,17.71189538
39,18.6347921,17.7618837
40,18.728558239999998,17.982035600000007
41,18.693384380000005,17.932385580000002
42,18.640355319999994,17.900844060000008
43,18.655026539999998,17.913090300000007
44,18.6986199,17.646995479999998
45,18.6603303,17.97581902
46,18.7327853,17.811431700000004
47,18.687784680000004,17.86794656
48,18.693338360000006,17.932072379999997
49,18.77571306,17.861526759999997
50,18.714957659999996,17.731588359999996
51,18.704473219999993,18.05076604
52,18.6860421,17.90167384
53,18.69137368000001,17.843088420000008
54,18.702045740000003,17.929154419999996
55,18.674161900000005,17.823925699999997
56,18.658953899999997,17.80365434
57,18.713509399999992,17.902479239999998
58,18.654477719999996,17.959621660000003
59,18.67685454,17.83825468
60,18.718063200000003,17.777343440000003
61,18.669461120000005,17.891788840000004
62,18.655085120000003,17.705864520000006
63,18.61965398,17.900909780000003
64,18.69805204,17.829053260000002
65,18.690845639999996,17.916734620000003
66,18.668337320000006,17.98607856
67,18.64488171999999,18.002069240000004
68,18.6593294,17.9311675
69,18.72587226,17.920189440000005
70,18.73786938,17.686802440000005
71,18.626728859999993,17.929300240000003
72,18.606914240000002,17.77569706
73,18.686725739999996,17.72883226
74,18.682101620000005,17.923694759999997
75,18.658228360000006,17.85373708
76,18.597076180000002,17.689707639999998
77,18.73443594,17.8655429
78,18.633539500000005,17.79960562
79,18.686750099999994,17.734223259999997
80,18.64065604,17.82842504
81,18.711225600000006,17.91888894
82,18.645518980000002,17.93640236
83,18.62965956,17.587967259999992
84,18.767525199999998,17.967306240000006
85,18.688823460000002,17.800208719999997
86,18.70891552,17.77013256
87,18.669319739999995,18.04298716
88,18.65361264,17.9610306
89,18.655814319999998,17.67699697999999
90,18.614103219999993,17.90627752
91,18.655955820000003,17.819771520000003
92,18.817651639999998,17.64028694
93,18.76492752,17.881191719999993
94,18.665655940000004,18.00324228
95,18.598814960000002,17.9448744
96,18.659183359999997,18.041830800000003
97,18.637567200000003,17.937350479999996
98,18.60814894,17.832645879999998
99,18.630014380000002,17.882337139999997
100,18.65080754,17.799027819999996
101,18.6692484,17.8816219
102,18.716052999999995,17.765148200000002
103,18.736946739999997,17.918742620000003
104,18.670041819999994,17.91349294000001
105,18.716063260000002,17.981238200000004
106,18.7434019,17.8192222
107,19.145692899999997,18.500052480000004
108,19.30553316,18.770215459999996
109,19.68301678,18.827781279999996
110,20.663791259999996,19.59801036
111,20.53710918,19.64054578
112,20.55967458,19.65539608
113,20.744442359999997,20.1499086
114,20.819170860000007,20.182643580000004
115,20.86878134,20.035117359999994
116,20.842430599999997,19.99010486
117,20.865287199999997,20.33668332
118,20.902712680000004,20.07088122
119,20.880434480000005,20.172816899999997
120,20.928499539999997,20.189350020000003
121,20.885480580000003,20.019718259999998
122,21.011919700000004,20.310369299999998
123,20.896021080000004,20.317958140000002
124,20.889734719999996,20.05672828
125,20.862748520000004,20.079721499999998
126,20.916695240000003,19.92640852
127,20.89655666,20.08566016
128,20.908757700000002,20.263403420000003
129,20.912630899999996,20.272698139999996
130,20.94042364,20.071062180000002
131,20.935599139999994,20.26050953999999
132,20.972695040000005,20.156207639999995
133,20.97229212000001,20.26811158
134,20.974466100000004,20.21294772
135,20.963914440000003,20.11199363999999
136,20.88066956,20.131949839999994
137,20.94897086,20.169708779999997
138,20.930290420000006,20.08379134000001
139,21.04653728,20.218085480000006
140,20.950767319999997,20.198115599999998
141,20.959203580000008,20.286490999999998
142,20.89525236,20.218689299999998
143,20.90579372,20.06657394
144,20.92428192,20.011614759999997
145,20.882846820000005,20.240574319999997
146,20.956477479999993,20.035382400000007
147,20.935464200000002,20.059678800000004
148,20.938843880000007,20.278835920000002
149,20.937056719999998,20.189568759999997
150,20.953760680000006,20.117962759999998
151,20.983754740000006,20.198053939999998
152,20.985348260000002,20.41018044
153,20.94796738,20.065131580000003
154,20.92837382,20.150069780000003
155,20.959384919999998,20.15383216
156,20.93295566,20.3009224
157,20.88079626,20.281923219999996
158,20.988179439999996,20.24886514
159,20.885678319999993,20.356948279999997
160,20.92932386,20.193668140000003
161,20.9277386,19.97937754
162,20.911356040000005,20.231050019999994
163,20.927528319999997,20.205894439999998
164,20.974168180000003,20.31221548
165,20.94643418,20.252970240000003
166,21.012377380000007,20.05623594
167,20.936060859999994,20.251852379999995
168,20.985132180000004,20.1666523
169,21.03168104,20.277028280000007
170,20.871151180000002,20.126064859999993
171,20.9724892,20.215340000000005
172,20.92417024,20.06592664
173,20.971516620000003,20.208209739999997
174,20.90739766000001,20.17434446
175,20.911518460000003,20.173367440000003
176,20.92694734,20.17900868
177,20.99213384,20.22578798
178,20.94052034,20.140612459999996
179,20.950636560000003,20.24371458
180,20.93380036,20.1924692
181,20.956208659999998,20.416261380000005
182,20.907685339999997,20.17099644
183,20.94252296,19.998902819999998
184,20.954751079999998,20.16512842000001
185,20.94174766,20.206925819999995
186,20.94785362,20.3248024
187,20.895263879999998,20.312044260000004
188,20.925887460000002,20.109945299999996
189,20.8922466,20.086299559999997
190,20.92022958,20.158604899999997
191,20.99232688,20.077701479999998
192,20.94153038,20.17312882
193,20.96258546,20.41401464
194,20.94711712000001,20.061432779999997
195,20.939185099999996,20.1123728
196,20.92739502,20.2749143
197,20.88635592,20.15890976
198,21.038403759999998,20.255235380000002
199,20.904074659999996,19.978203339999997
200,20.988939260000002,20.120442960000002
201,20.954114179999998,20.11722072
202,20.897745559999997,20.275089159999997
203,20.976318459999998,20.1348577
204,20.90443206000001,20.216713599999995
205,20.91261919999999,20.320225440000005
206,20.948775599999998,20.208803720000002
